m12_joint_1,m12_joint_2,m12_joint_3,m12_joint_4,m12_joint_5,m12_joint_6,m34_joint_1,m34_joint_2,m34_joint_3,m34_joint_4,m34_joint_5,m34_joint_6,dt1,dt2,dt3,dt4
-0.2574439091185692,0.26296118110728,0.2593663970761493,0.2824441654223079,0.295255456400602,0.2915433134179923,-2.517980021858135,2.506892170904977,0.9964388607502475,2.467737960880573,0.9243139879049704,2.449451750415816,0.4,0.3,0.45,0.7000000000000002
